샌드밀 모터 전류량,샌드밀 온도,모터 RPM,생산량,유량
63.0,65.0,3136.0,9010.0,7876.268126802941
51.0,56.0,3167.0,8986.0,7977.205990793799
50.085334260369045,48.85827353531048,3235.5773359141804,8980.0,7555.8621388192005
59.32456910999527,65.56761340480145,3287.0,9015.751663019706,6828.0
57.0,61.02746512070589,3310.582489188922,9020.0,7655.6117732649955
51.774971196006184,52.088420671037476,3321.260066918916,8983.137064175604,7967.755080843009
58.0,57.0,3377.0,8989.0,6616.0
56.9901643902866,61.66262088734874,3362.0,9003.949004097032,6821.0
51.3593811421953,54.67061740470057,3231.8161206797063,8986.745665770371,6827.542850228716
48.0,51.642780811132624,3201.8488933551325,8983.163160348771,7962.860001861632
58.0,63.0,3394.0,8982.0,7821.0794915395145
64.0,60.55891015528193,3117.7477894015587,9017.540374653503,7587.9469109564025
52.37707785107962,53.94142892216815,3306.071054136025,8980.619349883405,7834.576926844818
48.0,48.0,3287.0,8980.0,6828.0
53.0,62.0,3152.0,8980.0,8243.0
50.016845776479556,49.9926084230727,3169.566961445995,8980.0,7735.946166625302
63.0,69.0,3230.0,9016.0,6616.0
64.0,66.91265792111942,3394.0,9019.256753801574,7000.389999045611
52.494381064893176,54.138893786815395,3152.0,8981.213211916316,7588.0
64.0,70.0,3361.7853084905464,9020.0,7543.689605578358
58.0,57.0,3377.0,8989.0,6665.310569157236
60.28297275155893,64.09514330028135,3281.552627333745,9006.335074849287,7413.423514493886
58.0,63.0,3394.0,8982.0,7667.232209101572
49.989534050238674,53.22536306936454,3108.0,8983.741288290279,6803.886514569765
48.0,48.0,3394.0,8980.0,7829.576031478727
63.76121969240359,70.0,3212.0,9020.0,7819.0
59.25942667880489,66.4058352518429,3258.0,9009.169044028957,6822.0
49.0,51.0,3132.0,8988.0,7877.214696817395
49.0,56.0,3394.0,8982.0,7482.0
55.54555771063588,55.347022164859034,3245.3220388833392,9004.863078341166,7826.136459891753
57.35354633521551,61.10491148570257,3306.0967811052788,8987.58941441682,7470.777228075712
55.0,55.0,3140.8355764490802,8981.0,7789.0
59.0,64.0,3108.0,8999.0,6822.0
57.0,59.97966296392133,3108.0,9008.79016276035,7742.495942781789
53.55919307802415,55.92056682925909,3152.0,8986.597500634298,7588.0
48.0,48.0,3235.7293599479217,8980.0,7162.2144331672025
48.0,48.0,3287.0,8980.0,6828.0
59.6035530087632,63.38117014814952,3286.574686067617,9004.846845724549,7203.0512949530685
56.566907089605415,53.32468162712235,3246.915784137011,8983.228928847222,7956.6701300183495
52.02343328381102,52.56724954916852,3248.4217421492144,8984.010006726743,7781.322149647971
49.0,51.0,3132.0,8988.0,8243.0
48.0,48.0,3321.0,8980.0,6616.0
51.5885348232378,54.9093499257101,3240.141711075062,8987.247098769096,7617.866845866312
51.0,55.0,3355.0394747737732,8981.0,6835.0
57.0,60.46579063459882,3320.648095220847,8980.0,7613.613168979634
58.0,63.0,3314.8312281306567,8982.0,8243.0
57.0,67.0,3347.1446673304936,9019.0,7942.0
54.324901122423114,56.6706434546009,3235.441371928909,9007.133167547463,7820.186997843055
59.09791837784473,65.18881103779958,3287.0,9014.602131445452,6828.0
50.198355214399086,53.44479636787532,3130.7361596212154,8984.203436663242,6895.23928515768
57.0,61.493768744477045,3394.0,8980.0,7629.407476186543
57.0,61.0,3108.0,9016.0,7819.0
52.0,53.0,3115.0,8990.0,6950.616225886704
57.0,60.86598802428074,3345.568780647136,8989.746359282222,7770.213952679301
58.0,57.0,3377.0,8989.0,6616.0
58.5770759863408,58.18382029591889,3325.6254128297783,9002.831935862767,6616.0
57.0,61.0,3212.0,9016.0,8066.062556275225
64.0,70.0,3361.959319649621,9020.0,6866.996637876846
58.0,63.0,3302.6294256730653,8982.0,8243.0
59.144987955059605,62.89850815773282,3277.793322559393,9003.844267442335,7658.233598392117
62.178359009057246,66.10070629254311,3394.0,9010.502193379598,7901.809592472822
59.21839158319247,57.700053038699295,3179.2988503380457,8999.944505236028,7316.135653689455
52.47758415009061,55.852304827993116,3343.315650599002,8989.203136964828,7570.274882412626
51.90594855277765,53.15374066374567,3294.0,8980.0,7485.0
48.0,48.0,3321.0,8980.0,6616.0
48.0,50.337425777250616,3167.2374056164736,8980.0,7477.546764478894
55.0,55.0,3183.0,8981.0,8147.393970481376
49.0,56.0,3394.0,8982.0,7482.0
56.0,70.0,3363.0,9016.0,8243.0
58.33947429047698,63.91979754558147,3191.7097487255933,9010.772601293309,8034.53483307549
55.0,48.0,3376.0,8987.0,6616.0
64.0,70.0,3258.0,9020.0,6822.0
48.0,48.0,3377.0,8980.0,7290.0
55.0,55.0,3183.0,8981.0,8172.009291619176
64.0,70.0,3250.911043540547,9020.0,7928.524292540031
55.08340923334917,52.77061641328979,3214.558415787268,9014.08504906853,7851.4935245696215
57.0,61.0,3110.538452783019,9016.0,7819.0
64.0,67.0,3225.7752630857153,9019.0,6920.0
63.0,69.0,3230.0,9016.0,6616.0
51.53579320021212,54.43218509743761,3189.277837419193,8981.998128742454,7180.334749318023
48.0,48.0,3377.0,8980.0,7290.0
50.36104590277574,57.26832641362334,3232.9451398487504,8991.220026322992,7787.601331528496
63.0,69.0,3108.0,9016.0,7412.0
59.259912003801844,63.014822482484654,3346.702519457068,9004.089731837223,7104.198670670046
63.362659972219326,66.00504841063807,3375.2058484230224,9019.246617941591,6924.334136073501
57.234982375041895,62.0720830487033,3278.3292848317406,9005.187027071313,7891.467198792326
48.18267464577297,48.0,3143.4027256014565,8980.0,7021.549058334615
57.0,59.65717940217032,3343.6383947638788,9016.952096612144,7614.059848964932
49.0,50.0,3331.0,8989.0,6616.0
52.83109956477061,63.97472385425087,3280.508646676211,8991.970742372327,7082.917315563291
51.08024176264266,59.771413087730295,3231.6713324281263,9002.492257290824,8042.490462260277
57.0,61.0,3130.701996110324,9016.0,7819.0
63.0,69.0,3230.0,9016.0,6748.425233270364
63.0,65.0,3108.0,9010.0,7934.0
58.0,63.0,3324.600776228092,8982.0,8243.0
48.56597656219419,53.805857000285215,3194.5567093113923,8987.312995047412,8243.0
49.0,56.0,3271.0,8982.0,6616.0
56.54322988355639,48.56453133673935,3184.082898741073,8980.0,7095.976496085142
52.912901959973496,56.31263700955254,3299.0,8990.16071646121,8091.0
57.0,61.49811200872377,3394.0,8980.0,7488.40770685885
52.53624175892184,68.12649655172231,3393.507226206071,8980.0,6616.0
64.0,67.0,3212.543937749778,9019.0,6920.0
58.0,57.0,3377.0,8989.0,6616.0
52.47433794161263,70.0,3288.871717416195,9004.012812087434,7623.119269986384
48.0,48.0,3338.9969894321275,8980.0,7886.8712698345425
64.0,70.0,3362.162170686659,9020.0,7812.4487787310645
48.55750311419354,48.0,3359.5638748695333,8980.0,7301.417205851383
56.79344540909828,58.625863010198685,3251.027837626989,9017.023747038182,7824.864322437279
48.0,53.0,3394.0,8982.0,8091.0
48.0,48.0,3321.0,8980.0,6616.0
58.08367143659518,63.49135951468715,3113.7722331650734,9009.474270477676,7964.2382191179895
51.61803087991472,58.90270137420847,3189.6982560993188,9014.309490621601,8218.936198325893
53.0,54.0,3265.0,8990.0,8243.0
49.0,56.0,3394.0,8982.0,7482.0
50.02697751868599,53.26721139748901,3273.1748127499013,8983.831013031759,6846.1005822701745
49.69847902549105,49.45627705978698,3132.0,8980.0,7630.0
59.0,64.0,3108.0,8999.0,6822.0
60.2711537489671,67.65251244069007,3313.392762679401,9018.908240677454,6848.143756060476
62.915648624186545,66.87746961432607,3388.4464727459967,9012.107021529091,7645.897580217981
52.68433951553818,53.83111656920432,3132.0,8986.3089944102,7630.0
56.99011694121162,61.66122952977447,3362.0,9003.945490588727,6821.0
49.0,50.0,3394.0,8989.0,7404.0
51.95166728227976,56.49217957958395,3372.695834948791,9016.480947344136,7725.2887676981545
55.0,55.0,3183.0,8981.0,8179.021979928759
49.02207218232496,55.65748677063997,3237.6185408444567,8980.0,7985.448884142835
64.0,70.0,3362.5722474852982,9020.0,6790.879225897486
48.0,48.0,3377.0,8980.0,7290.0
49.62237003507861,53.49216244554295,3289.1390272285066,9002.726910581558,7059.182313334012
60.50146694921182,64.3298414750425,3275.745116492813,9006.818640522224,6765.2456178710145
57.81793692369503,48.0,3285.787801546256,8993.074059178742,7582.694320536309
62.44633236246679,70.0,3258.0,9020.0,6822.0
51.16945222290264,51.921425576412496,3262.0,8980.0,6738.0
59.93644332709577,67.70500482611159,3394.0,9011.521659418144,8243.0
48.0,48.0,3287.0,8980.0,6828.0
57.0,59.306583617044886,3320.747860474171,8991.92125681385,7867.702714909698
58.0,63.0,3309.5474425821417,8982.0,8243.0
60.05061997521814,63.85349203054967,3317.8190224050777,9005.835890426253,6884.658660757749
53.0,54.0,3108.0,8990.0,7491.0
50.91008957819304,51.48737908326517,3167.0,8980.0,7902.0
63.0,69.0,3108.0,9016.0,7412.0
48.0,48.0,3394.0,8980.0,8243.0
51.5218226277689,53.64677233371541,3268.0203704664427,8984.922260834055,7286.357009681294
54.46593670023565,67.6769689447408,3204.7290067324743,9000.836908951915,8243.0
60.29801834823629,64.11237213783596,3321.162883824494,9006.36950625086,7251.507963227843
52.0,53.0,3115.0,8990.0,6896.419494736425
52.95382587221624,54.90748014847782,3152.0,8983.536189407752,7588.0
48.0,53.0,3299.0,8982.0,7818.207973102769
59.06132624048937,59.3172439061474,3223.7363483737777,8984.587975452956,6616.0
50.88133517772514,62.85559045230885,3282.181352792577,9006.91968614076,7928.798839607951
53.0,62.0,3152.0,8980.0,8243.0
56.00805979516082,63.213871544336655,3252.362316337634,9001.233857473035,8243.0
57.34021904336564,70.0,3229.824653571536,8992.808816338405,7757.3156266042015
48.0,48.0,3321.0,8980.0,6616.0
59.11104951669071,66.12322976000192,3258.0,9008.65060363218,6822.0
56.687141687266084,65.7309185880773,3133.2596151811467,8989.881684765682,7060.772887724188
59.57251766981642,63.3438111736314,3314.992353278261,9004.774643888748,7957.321901830531
58.0,57.0,3377.0,8989.0,6650.829899715641
64.0,70.0,3294.0,9020.0,7485.0
55.0,59.0,3394.0,9007.0,6828.0
63.0,69.0,3230.0,9016.0,6616.0
56.52127188660233,60.876984174786436,3362.0,9001.575056524282,6821.0
53.0,54.0,3265.0,8990.0,8243.0
52.76004624380922,56.14767514859873,3299.0,8989.821068162752,8091.0
52.08763270559516,52.69098185642,3117.1655948316693,8984.231739943065,6798.387542447528
64.0,70.0,3294.0,9020.0,7485.0
52.4602631000757,54.08105818499199,3394.0,8981.039526093897,7468.7286892417005
54.7408791180039,53.133219697170325,3332.1185143376233,9001.275804796078,6616.0
52.07155838385194,52.65691906108032,3173.366927804809,8984.17353993347,8212.98250635378
48.0,48.0,3108.0,8980.0,7612.8592133262855
51.0,56.0,3167.0,8986.0,7973.571252077656
63.58763766862636,63.71142802563509,3245.5799722917277,8992.629505986642,7769.7874106279005
49.0,51.0,3132.0,8988.0,7904.4134529384155
54.0,55.0,3321.0,8991.0,7176.704173577996
48.0,48.0,3287.0,8980.0,6828.0
61.11090088654928,68.55912489298872,3258.0,9020.0,6822.0
52.899008202730464,56.29646012292558,3299.0,8990.13150702696,8091.0
48.0,48.0,3321.0,8980.0,6616.0
63.0,69.0,3230.0,9016.0,6616.0
57.38950200269903,62.82880911871194,3230.0,9002.66265180172,7412.0
64.0,70.0,3258.0,9020.0,6822.0
63.0,69.0,3108.0,9016.0,7412.0
51.507273674601535,53.890055558895405,3288.0554604342246,8980.0,7687.528902260115
49.0,56.0,3271.0,8982.0,6616.0
49.0,51.0,3132.0,8988.0,8243.0
59.0,67.0,3392.0,9013.0,7800.064942020177
48.0,48.0,3337.073537510073,8980.0,6865.590325084547
51.86282899958786,54.80670899797062,3246.901822904368,8997.540743256037,7734.910421227336
55.93627015000946,60.004582255677654,3353.910853569255,9000.397188808334,6616.0
51.972875004237395,58.21388633661761,3108.0,9018.112811610401,7584.772592920677
53.0,54.0,3265.0,8990.0,8243.0
51.443620127092935,70.0,3255.6691047036275,9005.764982437264,8127.682389777289
64.0,70.0,3294.0,9020.0,7485.0
55.0,48.0,3376.0,8987.0,6616.0
58.84346686751393,65.6096436248242,3164.093905592341,9007.719459599373,7971.634041984463
48.0,48.0,3377.0,8980.0,7290.0
59.617803339806,63.394693437159894,3352.504434146104,9004.879437889034,7460.080676465551
48.0,48.0,3287.0,8980.0,6828.0
48.0,48.0,3141.557694112027,8980.0,8161.2543696439025
56.47388823030067,61.0780563110779,3363.0,8999.480731293428,7613.0
57.44051893857234,62.41484016117418,3220.7555491857343,9006.223201729243,7736.29909102524
53.0,62.0,3152.0,8980.0,8243.0
48.0,50.27402813662399,3226.561418101709,8980.0,7460.024778867009
48.0,48.0,3377.0,8980.0,7290.0
48.0,48.0,3321.0,8980.0,6616.0
54.302075602122564,65.53606391652184,3193.7211368450926,8980.0,6764.916356663478
53.0,54.0,3265.0,8990.0,8243.0
49.0,50.0,3394.0,8989.0,7404.0
53.10324656690098,56.24911158930796,3255.717824567889,8980.0,7893.638679164215
64.0,70.0,3258.0,9020.0,6822.0
56.0,66.0,3377.660362025425,9020.0,6821.0
57.0,61.01007157110556,3380.8289373808266,8984.551133415725,7357.0219771621705
57.0,61.0,3131.2157434155047,9016.0,7819.0
52.19200081586549,55.55207840758154,3313.019809662097,8988.578585382067,7624.884248106779
53.23321204582244,54.882308293459474,3331.0,8988.216243438754,7404.0
52.28795934627123,53.06985322608902,3249.5645466556616,8984.922334043382,7241.8509577711575
54.90847346617056,67.1543846971397,3175.459637503771,8982.905924009703,8243.0
50.82397264213276,50.26957927578818,3158.442977858538,8980.0,8225.610456559392
57.0,61.15991773397575,3368.3744381949627,9002.378973550754,7436.392716425599
58.63389773572204,62.35607434990183,3170.98426465103,9002.715008124429,7779.233980586201
51.68751452366747,51.91961013499286,3218.297893158718,8982.832631066874,7440.954781122155
54.0,55.0,3321.0,8991.0,7161.034723626187
54.057591793145896,61.67475622968988,3287.242354246916,8980.0,7421.70117250896
57.0,60.822386680129384,3394.0,8999.927857754945,7750.425117432731
63.953200421952594,55.92263261696493,3170.6400834691754,9007.364277096009,7226.936370472578
51.56620773907638,59.19619207578604,3233.8586134948346,8988.0437918688,7800.373910918022
48.0,48.0,3278.2349696784986,8980.0,6798.901175505369
48.0,48.0,3333.238628307087,8980.0,7341.63527641481
64.0,70.0,3258.0,9020.0,6822.0
52.11615348657553,60.01532829696336,3235.9305783121576,8995.195713246023,8022.1260185519095
57.13979974272094,60.77795808896465,3108.0,8999.438226626384,6920.0
57.0,60.0,3394.0,8983.0,7485.0
57.27213555117114,60.91647593679408,3108.0,8999.729482142004,6920.0
53.0524563759643,56.458400962628794,3299.0,8990.464069767626,8091.0
53.0,62.0,3188.0667823057843,8980.0,7588.0
51.09719696580074,50.79211645169313,3164.0962621702297,8980.782644778892,8004.814243763927
63.0,69.0,3230.0,9016.0,6789.240569730804
64.0,70.0,3287.0,9020.0,6828.0
48.108451843320026,51.239318233403644,3281.648418157157,8980.0,7575.4415083395215
51.21328073436911,54.51399467661106,3251.6893095982496,8986.430204863258,7150.1271137219055
50.457998347826965,49.573218681599634,3202.303837388905,8980.0,7209.9806850999585
48.0,48.0,3321.0,8980.0,6616.0
48.17006654674851,51.30629440008709,3138.364965099104,8980.0,7594.689803778406
57.0,67.0,3386.0,9019.0,7915.031719952535
49.0,56.0,3271.0,8982.0,6616.0
59.98764894025972,63.78363634171557,3386.268429634126,9005.691510103154,8148.758481296655
58.0,57.0,3377.0,8989.0,6623.713889096691
51.12951677651599,51.85413086090978,3262.0,8980.0,6738.0
55.761139145245686,54.20235136397437,3297.168858517889,9008.355454289636,6878.236580139514
58.38713916320721,53.576028193457965,3280.679343967332,9001.714738613491,7108.975033917566
58.0,63.0,3394.0,8982.0,7638.367304162488
53.84828849927352,56.40383581211898,3152.0,8988.05774934715,7588.0
48.0,53.0,3299.0,8982.0,7815.726879315637
59.0,67.0,3341.9151617725593,9013.0,8119.0
53.084319187846354,54.596841524554605,3331.0,8987.696036530164,7404.0
54.0,55.0,3394.0,8991.0,6616.0
48.0,49.806488985295104,3196.232267498771,8980.0,7509.305120802768
51.953599426114394,55.29635283814418,3258.9234261012925,8988.049662961384,7480.598487526968
48.0,48.0,3321.0,8980.0,6616.0
52.43300017193011,55.80622812463749,3188.922034911256,8989.108490536322,7593.45729757253
54.0,55.0,3394.0,8991.0,6616.0
52.025828848352155,53.35367021907772,3294.0,8980.0,7485.0
54.23894444079875,57.77468726098245,3108.0,9020.0,7521.149244078453
64.0,70.0,3294.0,9020.0,7485.0
64.0,70.0,3362.783585341109,9020.0,7269.840582111526
52.973408790912465,56.3766591949263,3299.0,8990.29280983696,8091.0
63.37049689969445,70.0,3258.0,9020.0,6822.0
50.39498295350982,53.260518773793315,3220.1821091756274,8989.825317513774,8174.3267195431945
57.0,59.80114626605288,3332.794379183985,9001.283870673033,7691.985154952034
57.0,60.542817312091856,3394.0,8990.251917025074,7680.8068637346705
62.3245310388261,70.0,3152.0,9019.82525802566,7588.0
56.77926650688109,61.66265286607114,3363.0,9000.542152642745,7613.0
55.0,55.0,3154.5316734322505,8981.0,7789.0
59.146297444990736,59.72886248962455,3240.7678521380512,8980.896930174107,7550.263514043723
64.0,70.0,3258.0,9020.0,6822.0
56.612759891760646,56.736804043281495,3243.638722775377,8980.0,7810.601833128787
58.0,57.0,3349.954833336525,8989.0,7290.0
58.0,63.0,3394.0,8982.0,7711.782942292357
63.0,69.0,3108.0,9016.0,7412.0
49.0,51.0,3132.0,8988.0,8243.0
64.0,68.69539680256587,3394.0,9015.895420422135,7517.958950662819
49.0,56.0,3271.0,8982.0,6616.0
49.81744267824227,49.65806149671526,3132.0,8980.0,7630.0
52.0,53.0,3208.0016689522986,8990.0,6942.0
49.0,50.0,3331.0,8989.0,6616.0
52.629020928928824,54.363794948519455,3152.0,8981.894740308082,7588.0
52.35786857102425,53.20361048564525,3132.0,8985.165004702252,7630.0
63.84512039962165,70.0,3212.0,9020.0,7819.0
59.0,67.0,3342.557800727985,9013.0,8119.0
58.0,57.0,3377.0,8989.0,6616.0
57.0,60.0,3394.0,8983.0,7485.0
59.0,64.0,3108.0,8999.0,6822.0
49.0,51.0,3132.0,8988.0,8243.0
64.0,70.0,3212.0,9020.0,7819.0
55.0,55.0,3164.1382282310105,8981.0,7789.0
60.0656322058779,57.81219062980049,3293.0381257139447,8987.563074948977,7531.322253831162
48.0,48.0,3321.0,8980.0,6616.0
54.0,55.0,3321.0,8991.0,7268.311499024117
64.0,70.0,3294.0,9020.0,7485.0
49.50678889314454,49.13900168872263,3132.0,8980.0,7630.0
57.36430644274213,61.01406392770625,3108.0,8999.932845344916,6920.0
57.990868085527445,63.97765176282648,3362.0,9004.753537139264,6821.0
57.0,67.0,3347.0963684838757,9019.0,7942.0
61.681319790905285,54.54728975311207,3249.358504619399,9012.22907007214,8034.502960491342
57.0,61.0,3108.0,9016.0,7819.0
