저감미당 온도,오일 온도,열수 온도,호모믹스탱크 온도,호모믹스탱크 중량,호모믹스탱크 TS,정체시간,호모믹스탱크 교반속도,S1 탱크 온도,유량,조제액 온도,조제액 색도
43.77682202249849,86.74043950417334,75.8,52.15360158340758,3082.8699477507325,64.95133795486636,2580.0,2059.423419144554,51.961150394338354,4213.256250278672,51.66327051324524,0.40234380502147177
48.092636868632695,70.3,71.11591419324442,54.71603356532657,3095.083000030168,64.59350561244874,2573.656839926781,2441.7082739209545,54.371190979380216,4249.276044899226,52.20715937381069,0.4
47.8869452250823,71.6,69.0,59.47878837150663,3082.0,64.9,2580.0,2369.0,59.25688263609302,4300.0,58.960407231412375,0.50597536973804
45.25305671306607,72.3,72.8,54.851099766915866,3077.0,65.0,2580.0,2341.0,54.632399701351616,4200.0,54.340799613932596,0.4409513768490028
46.786377926067374,73.1,72.4,57.521033022674445,3077.0,65.0,2640.0,2341.0,57.30716882811583,4130.0,57.0076845890978,0.4770906014595709
47.5,72.5,70.5,59.1,3067.0,65.2,2580.0,2803.7241972502798,58.9,4230.0,58.6,0.49
44.4,71.8,71.7,58.7,3077.0,65.0,4918.762859527748,2339.0,58.5,4200.0,58.2,0.513602285810054
45.068494658418835,74.30683997800072,70.46628248769939,54.533795822125114,3054.813319384025,65.29508799989647,9647.173095248472,2399.3729620267936,54.31623022342234,4229.025797927898,54.01846692244938,0.4373917798928583
45.873533478591355,72.32597549104436,70.10947256200777,58.053455123713405,3077.0,65.0,4195.415018391872,2314.3135087068426,57.836956022378956,4179.4008136909715,57.53007877571502,0.48499820266887916
47.0,74.9,69.5,56.5,3077.0,65.0,11580.0,2173.0,56.3,3800.0,56.0,0.59
47.37396856346602,73.53815346202944,72.43303947611656,59.077093123392594,3037.71881857654,65.83708481174611,2340.0,2372.088280080608,55.29344918534965,4300.0,61.06699018737977,0.5004050166528798
44.4,70.3,71.7,58.7,3077.0,65.0,5580.0,2339.0,58.5,4200.0,58.2,0.51
48.885457580437645,70.93458692853562,73.3518599735622,61.253666254656856,3081.0947773582175,64.92668937541158,2578.949339746613,2231.0799982933336,59.987494785098136,4201.0406917120135,59.2026957352374,0.5563541875179429
45.77798855395867,70.3,73.2176851411952,55.73157590597307,3079.1320932684926,64.96431956724467,2640.0,1965.0,55.52212532330096,4180.217177121225,55.231058462410225,0.45385756253722215
47.1,70.3,75.8,55.6,3082.0,64.9,2640.0,2067.0,55.4,4170.0,55.2,0.45
47.2,72.1,72.3,57.6,3077.0,65.0,2640.0,2453.565879624927,57.4,4200.0,57.1,0.47
48.377767431469934,72.5,74.0,60.38519373425734,3077.0,65.0,4800.0,2280.0,60.149561614829004,4230.0,59.85528072080038,0.5178709440710272
47.6,73.3,70.3,57.6,3061.092632181869,65.33720442333535,7860.0,2851.0,57.4,4210.0,57.1,0.52
48.70618487710473,72.45685064379997,71.60995044429676,60.682604809082356,3077.0,65.0,4443.756961046138,2330.936312304628,59.86792438724689,4300.0,59.62046889859271,0.5082385767631142
43.7,72.5,65.1,57.6,3077.0,65.0,2640.0,2320.0,57.4,4180.0,57.1,0.47
52.5,70.47625963794637,67.3,63.3,3086.0,64.8,2700.0,2340.0,63.1,4220.0,62.9,0.55
45.851557326560005,72.00930256797467,73.18803648294507,55.86341557333053,3079.9941004470875,65.04509934330956,2640.0,1965.0,55.6440490022447,4171.0870304119335,55.354071479349166,0.45808704099237496
43.199011298296874,72.00753554592657,70.6563500232169,56.921269344783944,3081.380787923512,65.00640006775333,3544.8057887639193,2405.108189957546,56.69078837243485,4274.182475955786,56.360994707426734,0.46964738213708784
46.5,74.7,72.4,51.0,3077.0,65.0,2700.0,2419.0,50.9,4135.578061305246,50.7,0.4
46.87261385984547,73.1,72.4,57.67812595575047,3077.0,65.0,2640.0,2341.0,57.465794921597514,4130.0,57.17239576162131,0.4803211312174869
47.6,73.3,70.3,57.6,3059.8186956036075,65.36142937820054,7860.0,2851.0,57.4,4210.0,57.1,0.52
48.5,72.4,72.0,60.0,3077.0,65.0,2580.0,2099.444051302199,59.8,4250.0,59.5,0.5
46.0,73.0,65.1,52.5,3077.0,65.0,2700.0,2432.0,52.3,4061.962423554974,52.1,0.42
46.4,71.9,72.6,56.6,3086.0,64.8,2640.0,2200.6681721181617,56.4,4170.0,56.1,0.45
47.1,71.4,75.8,55.6,3082.0,64.9,2640.0,2218.561740631945,55.4,4170.0,55.2,0.45
49.2,72.1,72.3,61.1,3077.0,65.0,2340.0,2313.0,60.8,4230.0,60.5,0.46574617929884365
47.6,75.22544959693636,71.8,57.6,3077.0,65.0,2580.0,2377.0,57.4,4210.0,57.2,0.47
47.2,70.9072251269515,74.7,57.2,3082.0,64.9,2640.0,1981.0,57.0,4190.0,56.7,0.47
43.1,72.07112287394287,71.08747679667846,51.0,3073.0991033227297,64.62494390975904,2340.0,2208.948308385022,50.9,4236.757238878753,50.7,0.59
46.381155401172784,71.2,69.2,56.84494316487396,3082.0,64.9,2640.0,2490.0,56.62493225410219,4130.0,56.33612770024336,0.46971821543517317
47.1,70.3,75.8,55.6,3082.0,64.9,2640.0,2067.0,55.4,4170.0,55.2,0.45
46.24953412921394,72.82400034674978,69.49479775118162,59.2780189784261,3030.0,66.0,5964.88854688935,2089.242388555722,57.493228516774245,4300.0,60.14450852358987,0.5307372023253774
47.0,73.57234457636515,69.5,56.5,3077.0,65.0,4140.0,2173.0,56.3,3800.0,56.0,0.46
47.5,72.5,70.5,59.1,3070.7535568969947,65.13169554166414,2580.0,2345.0,58.9,4230.0,58.6,0.49
45.23290337884225,71.41081793159104,71.69441285574993,58.637307130562796,3078.6776844627752,64.96798601610945,4363.154940678478,2482.1156790857553,63.33250442738258,4300.0,60.053457149095024,0.5405999692865567
44.3,72.5,71.4,58.4,3077.0,65.0,2640.0,2840.891685653575,58.2,4200.0,57.9,0.48
49.507596459918425,72.95704696793557,70.49343596293085,57.617876356187004,3101.0,64.5,2340.0,2268.3105525857777,58.548533994026194,4091.308948066726,59.27289966091135,0.5309396930563567
47.6,73.3,70.3,57.6,3057.841717096336,65.40848230922808,7860.0,2851.0,57.4,4210.0,57.1,0.52
49.703442387514315,72.6,70.5,62.756276084403126,3077.0,65.0,2580.0,2316.0,62.51487466952691,4230.0,62.21023703632522,0.5470689083727005
47.5738571756355,79.87124859203037,65.5351439758044,58.92673438858513,3077.2545745364346,64.88781186314962,4280.805782068573,2380.5492527829474,59.644029035300335,3592.2848977128374,56.87121784684266,0.5265065753615294
47.8,72.6,72.75643336944387,59.871295789729594,3072.565973103739,65.09389296370917,2513.8535570999647,2289.0,59.923090266435864,4230.0,59.545153954998334,0.5174915631173693
48.82307819956825,72.4,72.6,61.16777840320713,3077.0,65.0,2580.0,2275.0,60.93269356186984,4240.0,60.6371614525876,0.5338760868830149
46.1,71.6,70.59513875272329,65.4,3082.0,64.9,2580.0,2369.0,65.1,4300.0,64.6,0.59
47.2,72.1,72.3,57.6,3077.0,65.0,2640.0,2435.492488329709,57.4,4200.0,57.1,0.47
46.70852952416982,73.0,65.1,57.67115584937042,3077.0,65.0,2770.84374803414,2432.0,57.466214990149325,4100.0,57.089669286254704,0.59
48.08034307740621,72.5,72.3,59.848368625631586,3077.0,65.0,4800.0,2325.0,59.620803103938506,4190.0,59.32240243841143,0.5107746135936757
48.81867233425094,72.8,72.0,59.311842674326535,3082.0,64.9,2700.0,2158.0,59.088555507048184,4200.0,58.8046467511191,0.5042331325520623
58.659791394496345,71.9656460379876,73.9367850844392,62.634613381637,3077.0,65.0,2340.0,2421.247946422729,58.52043484995809,4198.746570406104,57.405276775241774,0.5142469971300248
44.4,71.8,71.7,58.7,3077.0,65.0,4797.803654120668,2339.0,58.5,4200.0,58.2,0.5121078930439116
47.0,73.76180493220015,69.5,56.5,3077.0,65.0,4140.0,2173.0,56.3,3800.0,56.0,0.46
49.15420388165724,72.41062409910153,70.83696279849343,61.76747964315481,3077.0,65.0,2580.0,2197.955805929662,61.52575474236345,4225.475230376774,61.2261313776686,0.530165956217176
48.2,76.1814141332068,72.0,56.3,3077.0,65.0,2640.0,2341.0,56.0,4140.0,55.6,0.46
47.0,74.9,69.5,56.5,3077.0,65.0,11580.0,2173.0,56.3,3800.0,56.0,0.59
45.1,72.3,71.7,58.6,3077.0,65.0,2580.0,2160.512978252722,58.4,4210.0,58.1,0.48
46.92307252560734,73.1,72.4,57.77426491011117,3077.0,65.0,2640.0,2341.0,57.55803296607737,4130.0,57.26282388041207,0.48007308909715296
48.6031378903532,72.67893565137437,72.51647104855374,60.77733121046688,3071.734618181514,64.92648113273923,2345.6809377411814,2298.2508609108168,60.552492381332094,4230.0,60.256146570406514,0.527248065854874
47.57578908524778,79.04342829691164,72.62632654588707,63.896227249886095,3084.34968229527,64.80993651081428,2626.6215142778915,2217.511217195643,63.36098914553702,4253.497925178755,56.34458829370275,0.49890969443175787
49.53354659094832,72.21043929146951,72.69111547241855,62.471418825189325,3078.906708057296,65.1766164984219,2827.6226953622627,2260.158661110767,62.2249359125493,4180.099903785148,61.93970349163572,0.540082035736801
43.1,72.76722704967146,72.93958129470694,61.37795197033534,3030.0,65.66981153213307,7602.262973129033,2138.8620834884364,57.70617374073754,4167.228638192905,58.33856238304798,0.5177258807343011
47.8,72.6,72.5,61.0,3063.0,65.3,2340.0,2289.0,60.8,4230.0,60.5,0.45250810339521685
48.4,71.2,70.27997249150408,56.1,3082.0,64.9,2640.0,2490.0,56.0,4130.0,55.7,0.46
43.87281059403602,73.90807885914728,72.08485353464008,57.7769429042748,3076.797369845138,64.98078152068099,2340.0,2082.1345097265494,58.1622130500331,4300.0,57.489997563923374,0.5332357153296824
47.86175922720389,72.4251958653807,74.64899880639197,58.291798277282304,3077.0,65.0,7305.13232555204,2291.6886860069635,58.87761637887708,4222.376327614659,57.76788610599677,0.5079209230935341
43.72633372520432,77.24973974052565,71.15591038727773,52.98131141450397,3077.6885347418634,65.02502186035152,2340.0,2128.4407509152725,51.24691968147868,4228.411336041645,50.95191968147864,0.4
43.953104477074945,72.2,72.1,57.237433403756945,3077.0,65.0,7380.0,2241.0,57.01618340375693,4210.0,56.69662751450358,0.4716981028362112
46.5,74.7,72.4,51.0,3077.0,65.0,2700.0,2419.0,50.9,4102.945637067598,50.7,0.4
48.27836596825565,72.22541969392395,74.490097986425,59.89237262169553,3082.4394592644016,64.84903565089596,4010.626629439793,2318.9722252259667,59.61989662367954,4226.585674068296,59.3248966236795,0.5115753326719926
48.817086759568845,72.4,72.6,61.17381731121535,3077.0,65.0,2580.0,2275.0,60.93135986766235,4240.0,60.63582968157349,0.5279017235959551
50.07350271321587,72.5490559326381,75.19590059511073,57.61728403258731,3075.9553298654987,65.03459074160509,2651.740612125093,2341.5351073844754,63.19422287877319,4193.386472228134,60.36631312827412,0.4824086851616401
47.6,73.3,70.3,57.6,3067.9270376498725,65.19065512904116,7860.0,2851.0,57.4,4210.0,57.1,0.52
44.4,71.8,71.7,58.7,3077.0,65.0,4745.955992172439,2339.0,58.5,4200.0,58.2,0.5114632910345328
48.5868305122391,72.6,72.5,60.76267795961337,3063.0,65.3,2520.0,2289.0,60.52818239586887,4230.0,60.23009176432845,0.5262893529867769
48.4,71.2,69.2,56.1,3082.0,64.9,2640.0,2409.7399202353113,56.0,4130.0,55.7,0.46
49.203894666260275,72.5,70.1,59.47526334271566,3077.0,65.0,4200.0,2397.0,59.25634020227066,4210.0,58.974719644711946,0.5078794424413288
54.81088027484337,72.42275081588532,70.92728692967498,65.4,3070.1144192023544,65.06885757318413,2580.0,2290.317830866038,65.1,4230.0,64.6,0.59
47.6,73.3,70.3,57.6,3064.054592850269,65.27483153096607,7860.0,2851.0,57.4,4210.0,57.1,0.52
48.812031682522026,72.90937906751363,72.769908588163,61.87435584327698,3059.2635616831853,65.333802099097,4997.68780141356,2041.2644965763702,61.56579734763039,4212.623927863366,60.79060062157415,0.59
45.73670945089689,71.96516458588853,72.0319774436292,55.62429508603481,3078.3491768147496,64.95071072694181,2640.0,2493.5623798623315,55.42529541419471,4183.234833775248,55.134340928405564,0.4533706055225959
50.89285352384761,72.3060674042264,71.48055813338893,63.96416965538686,3074.991764072317,65.29674199047575,6413.065158777445,2488.710437216705,63.90644839461769,4182.329622104201,64.18379898192559,0.4
45.8,72.1,71.9,59.0,3079.138775784522,64.95459135549795,2580.0,2323.0,58.8,4230.0,58.5,0.49
49.653992381703716,72.6,70.79896732514804,62.650405835931764,3077.0,65.0,2580.0,2273.8885448048372,62.41971208692951,4240.25899607235,62.12900470011231,0.5511624940134708
47.8,79.62641169122135,72.4,55.4,3077.0,65.0,2640.0,2341.0,55.1,4130.0,54.7,0.45
43.36662760014391,71.55717814867599,71.46825337176065,51.43722130130916,3077.0,65.0,2637.1904609414223,2288.1714599445986,51.25106942715587,4201.854908175932,50.94968794972915,0.4
46.039127660117856,72.4,71.8,58.126964090656855,3030.0,66.0,2580.0,2316.0,57.90737031672004,4180.0,57.598174093321184,0.48527245479076603
50.89466238093276,72.44669361796774,70.7254822992093,57.89876405491719,3101.0,64.5,2868.6622372228894,2275.8881775769823,61.19112423718752,4002.74287026777,57.800396899738445,0.5063250016250904
46.97769418355369,73.0,65.1,57.86467251673786,3077.0,65.0,2700.0,2432.0,57.649628475276835,4100.0,57.35801354357079,0.48095972682402865
46.5,74.7,72.4,51.0,3077.0,65.0,2700.0,2419.0,50.9,4132.100223231555,50.7,0.4
48.909732812372944,72.8,72.0,59.35036827090077,3082.0,64.9,2700.0,2158.0,59.12911827090076,4200.0,58.845009718199606,0.5049073829744848
43.1,72.15537750165991,71.54970861393983,51.0,3077.0,65.0,2647.653066245533,2280.6625278148813,50.9,4195.306972845498,50.7,0.4
46.1,71.6,69.0,65.4,3082.0,64.9,2580.0,2369.0,65.1,4270.82544912891,64.6,0.59
45.43733026899723,72.3,72.8,55.124108972790864,3077.0,65.0,2580.0,2341.0,54.909962751619055,4200.0,54.61575206037771,0.4416163131678306
47.75188884157672,77.52926600922919,75.8,60.80520376699173,3093.2572616066213,64.60520906143132,2699.2891605633645,2572.705858160941,55.787631101805346,4222.867354154966,64.6,0.4416336852812946
44.4,71.8,71.7,58.7,3077.0,65.0,4940.9742043501055,2339.0,58.5,4200.0,58.2,0.5138862664563949
49.5,72.0,71.63341215574587,59.47307585738258,3077.0,65.0,4521.262942891097,1965.0,60.09536696398817,4250.0,59.27213611653048,0.59
61.4,72.5,72.3,62.8,3077.0,65.0,4800.0,2851.0,62.6,4190.0,62.4,0.58
45.45531800793638,72.3,72.8,55.20598024473423,3077.0,65.0,2580.0,2341.0,55.003223463122495,4200.0,54.6997474046945,0.45134915709401424
44.32957409692204,72.3668935979657,71.418243215531,57.250691621977154,3067.691429719238,65.11034837595177,2676.5213203790877,2454.021534825914,57.600558149496564,3500.0,57.88217078749395,0.4817775814523246
48.4,70.3,69.2,56.1,3082.0,64.9,2640.0,2490.0,56.0,4130.0,55.7,0.46
45.78614472449537,71.30092270983327,72.56251393400782,55.72618600482276,3078.1669341580696,64.97073145516366,2640.0,2027.2552216614392,55.51867269265443,4185.168195156076,55.22825158859828,0.4513275525290162
49.09650910313779,72.5,70.1,59.429092030782115,3077.0,65.0,4200.0,2397.0,59.205658715863734,4210.0,58.92676066338664,0.5029603453086604
47.0,74.06156151445984,69.5,56.5,3077.0,65.0,4140.0,2173.0,56.3,3800.0,56.0,0.46
48.51196539254845,71.79218992134112,73.66688514727586,60.60993631691899,3077.0,65.0,6044.519881633217,2274.668439935207,60.382519950452064,4244.0695891238665,60.089575405941,0.5236874679433798
46.1,71.6,69.0,65.4,3082.0,64.9,2580.0,2369.0,65.1,4300.0,64.6,0.59
46.38762034084886,72.27595714460077,68.85416987476127,58.09627238646104,3077.0,65.0,4146.239532891914,2298.9186526429694,57.599338335462114,4231.125499730996,58.40157992596995,0.4970600880824947
46.5,72.3,71.8,57.0,3077.0,65.0,2640.0,2504.6981840096037,56.8,4190.0,56.5,0.47
49.2,72.1,72.3,61.1,3077.0,65.0,2340.0,2313.0,60.8,4230.0,60.5,0.47664193670997856
48.96066041496493,72.26057718651731,69.6754765648603,56.52066655243822,3077.0,65.0,2830.89557984772,2258.43551890459,58.620142743616924,4212.929840486626,58.28059359579395,0.4970269542267285
48.2,73.5,72.0,56.3,3077.0,65.0,2640.0,2341.0,56.0,3961.4850385790114,55.6,0.46
49.5,72.0,73.0,61.1,3077.0,65.0,4394.424672523237,2252.0,60.9,4250.0,60.5,0.507111291165449
47.2,70.9057619740012,74.7,57.2,3082.0,64.9,2640.0,1981.0,57.0,4190.0,56.7,0.47
47.6,73.3,70.3,57.6,3067.8182377834737,65.22753101742205,7860.0,2851.0,57.4,4210.0,57.1,0.52
46.323077413876604,72.55620674934016,72.67699752963732,57.46196887433269,3081.0958395806024,64.86936928454247,2549.663553032392,2256.3031876227014,56.92896561539685,4142.150292645367,56.90118269448467,0.583572359695953
47.0,74.9,69.5,56.5,3077.0,65.0,8265.766919233252,2173.0,56.3,3800.0,56.0,0.5550660393088029
45.1,72.3,71.7,58.6,3077.0,65.0,2580.0,2159.191966119796,58.4,4210.0,58.1,0.48
43.1,71.68059652878439,71.71935333996814,51.0,3077.0,65.0,6027.087670798836,2348.307724854945,50.9,4229.778639689125,50.7,0.4
46.5209054467822,73.57898892360453,66.49043609964508,64.70183245677697,3084.1607345495263,64.85295529898639,2622.292401427692,2269.9553173674244,55.53843488613036,4300.0,56.77028787291696,0.5548368975797546
46.7,72.2,70.4,60.2,3077.0,65.0,2580.0,2041.8040655486323,60.0,4240.0,59.8,0.5
43.223410254806616,71.49041114048033,70.28263969909457,51.0,3080.6366750837674,64.90721813669818,3815.2558866215372,2376.278442321719,61.26715906147901,3500.0,57.36227269437355,0.5666099848466443
48.70239974540269,71.85930937303164,72.90535099894284,60.91662296301976,3082.198054999416,65.01180278383647,5759.222520253588,2267.4064624138045,60.69633145993336,4239.946945748072,60.39605972690849,0.5213379135809442
49.2,72.1,72.3,61.1,3077.0,65.0,2340.0,2313.0,60.8,4230.0,60.5,0.473575987226444
49.454546869292834,87.7,71.32040657880974,58.596255240168915,3069.847440572967,64.8737240786784,2569.0508502176012,2260.086588398893,56.90311412298634,4235.888562599802,58.767408784546134,0.5088058719367154
45.487772367511646,72.3,72.8,55.219270377482786,3077.0,65.0,2580.0,2341.0,55.00262725936627,4200.0,54.720680091369466,0.4445921129288105
50.2579197629927,72.6,71.0,59.921176693522554,3077.0,65.0,2580.0,2322.0,59.69666534393183,4250.0,59.42635841940427,0.5122044692066781
47.98851498789215,72.9,70.5,59.680135485758264,3077.0,65.0,2640.0,2335.0,59.45452613436886,4220.0,59.159526134368825,0.5079932304909834
48.4,70.32181741065162,69.2,56.1,3082.0,64.9,2640.0,2490.0,56.0,4130.0,55.7,0.46
43.1,71.6,72.8,54.34069370151752,3077.0,65.0,2640.0,2428.0,54.11944370151751,4200.0,53.72630185484551,0.4084106608140685
45.48491127290855,72.13004644261099,75.39522250316244,58.79969823365372,3098.01094185387,65.09064450060106,2580.0,2500.4222145537015,58.609623614893486,4232.379937174827,58.68281147843933,0.49
48.91571712744078,72.4,72.6,61.35424630954268,3077.0,65.0,2580.0,2275.0,61.1176238545052,4240.0,60.815222302079704,0.5275223108212446
46.534506936316305,72.1211313223539,71.92859211617093,56.9597841279396,3081.508697330267,64.99308267402189,2423.374340576185,2309.3096992735814,56.86690122011788,4106.0746106199285,56.39218729106823,0.5201734184356582
47.54824707497514,72.56004895747532,70.69692533880703,55.86881969021112,3101.0,64.5,2340.0,2322.3886404655323,58.105268326326716,4088.24427547335,57.76551933734811,0.5046200333686062
47.8,72.6,72.5036269476082,60.49793737404025,3072.374478801578,65.08489583997132,2547.4905315321303,2289.0,60.2502007195731,4230.0,60.09897678328338,0.5065354174082153
43.819308377838404,87.7,74.16870251023485,52.24836158999756,3078.572800210747,64.96270695787685,2580.0,2016.7106039949133,52.03988156060162,4236.738823559835,51.744881560601584,0.4122046338848449
47.61081382512577,71.62719309861485,73.74718285829643,65.4,3086.5342353001865,64.81109261267966,2635.900759319847,1965.0,56.06845050221904,4192.1883097634045,61.97118046578142,0.5699057028425116
51.11857188389183,71.54525863865364,69.9665851238222,60.94974609366219,3101.0,64.5,5583.746897534619,2287.782442328232,56.67444603332792,4114.370272011189,57.11025065625674,0.49471126847778485
43.1,71.95807688015206,72.71473174085769,51.0,3079.943918060097,64.9708235309769,2616.29154990192,1982.7548916920587,50.9,4176.507966762302,50.7,0.4
47.1,71.4,75.8,55.6,3082.0,64.9,2640.0,2217.9852104407796,55.4,4170.0,55.2,0.45
43.1,72.2,70.4,55.119326799666666,3077.0,65.0,2580.0,2218.0,54.888200447165744,4240.0,54.54381868466115,0.43947460749492145
43.1,72.42486087346309,71.58685746006907,51.0,3077.0,65.0,8675.38666211408,2351.010867915874,50.9,4205.445191709376,50.7,0.4
46.5,74.39275993559754,72.4,51.0,3077.0,65.0,2700.0,2419.0,50.9,4070.0,50.7,0.4
48.608471012447424,72.6,72.5,60.80660914521394,3063.0,65.3,2520.0,2289.0,60.56642256383244,4230.0,60.27006995087658,0.5265118399544184
47.507859901564004,72.41410356900967,69.79348600355128,58.912369969608186,3077.0,65.0,5050.736105491946,2506.809227023324,55.91382175929753,4214.293613365715,61.149631870023114,0.48031883257517716
49.80868295921736,72.15871361693019,72.86374225624688,58.93564245707452,3078.7444197810123,64.98161113287968,7058.674109061802,2026.7238295434022,61.49757136600079,4300.0,59.56798114436433,0.5110116416938775
49.5,72.6,72.5,60.0,3077.0,65.0,2580.0,1965.0,59.7,4230.0,59.4,0.49
47.5,70.99462023155162,67.3,58.3,3086.0,64.8,2580.0,2340.0,58.1,4220.0,57.8,0.47
53.65171302349658,71.4366332461319,69.09190409908196,57.12778017588172,3083.4912758428827,64.86274799008166,2582.4774446838614,2257.266714271253,57.78066726289813,4212.340289548895,58.353109139112554,0.5419279899950105
52.5,70.40168001344634,67.3,63.3,3086.0,64.8,2700.0,2340.0,63.1,4220.0,62.9,0.55
47.8,72.6,70.20449944936159,60.67504944121763,3073.0661634500616,65.05973504012897,2551.231330011348,2289.0,61.48622306733122,4230.0,60.02348023526704,0.5195764852897043
47.5,72.5,70.5,59.1,3070.57657306943,65.18135666265927,2580.0,2345.0,58.9,4230.0,58.6,0.49
48.56416921302246,71.96170177684697,69.80389769736848,60.97774711033598,3068.0372145422266,64.92667820536704,4700.756558516609,2471.252833757896,60.72083842604492,4220.078650497296,60.78242526895535,0.4
